id_i,id_j,distance,race_i,race_j,pair_type,profile_id
657,3653,,1,1,same_race,18-25_3-5_felony
657,6433,,1,1,same_race,18-25_3-5_felony
657,6681,,1,1,same_race,18-25_3-5_felony
657,3868,,1,1,same_race,18-25_3-5_felony
657,2139,,1,1,same_race,18-25_3-5_felony
657,4776,,1,1,same_race,18-25_3-5_felony
657,555,,1,1,same_race,18-25_3-5_felony
657,5626,,1,0,cross_race,18-25_3-5_felony
657,5960,,1,1,same_race,18-25_3-5_felony
657,6344,,1,1,same_race,18-25_3-5_felony
657,5859,,1,0,cross_race,18-25_3-5_felony
5216,5073,,1,1,same_race,18-25_3-5_felony
5216,2294,,1,1,same_race,18-25_3-5_felony
5216,7033,,1,1,same_race,18-25_3-5_felony
5216,2224,,1,0,cross_race,18-25_3-5_felony
5216,3653,,1,1,same_race,18-25_3-5_felony
5216,6433,,1,1,same_race,18-25_3-5_felony
5216,6681,,1,1,same_race,18-25_3-5_felony
5216,3868,,1,1,same_race,18-25_3-5_felony
5216,2139,,1,1,same_race,18-25_3-5_felony
5216,4776,,1,1,same_race,18-25_3-5_felony
5216,555,,1,1,same_race,18-25_3-5_felony
5216,5626,,1,0,cross_race,18-25_3-5_felony
5216,5960,,1,1,same_race,18-25_3-5_felony
5216,6344,,1,1,same_race,18-25_3-5_felony
5216,5859,,1,0,cross_race,18-25_3-5_felony
5073,2294,,1,1,same_race,18-25_3-5_felony
5073,7033,,1,1,same_race,18-25_3-5_felony
5073,2224,,1,0,cross_race,18-25_3-5_felony
5073,3653,,1,1,same_race,18-25_3-5_felony
5073,6433,,1,1,same_race,18-25_3-5_felony
5073,6681,,1,1,same_race,18-25_3-5_felony
5073,3868,,1,1,same_race,18-25_3-5_felony
5073,2139,,1,1,same_race,18-25_3-5_felony
5073,4776,,1,1,same_race,18-25_3-5_felony
5073,555,,1,1,same_race,18-25_3-5_felony
5073,5626,,1,0,cross_race,18-25_3-5_felony
5073,5960,,1,1,same_race,18-25_3-5_felony
5073,6344,,1,1,same_race,18-25_3-5_felony
5073,5859,,1,0,cross_race,18-25_3-5_felony
2294,7033,,1,1,same_race,18-25_3-5_felony
2294,2224,,1,0,cross_race,18-25_3-5_felony
2294,3653,,1,1,same_race,18-25_3-5_felony
2294,6433,,1,1,same_race,18-25_3-5_felony
2294,6681,,1,1,same_race,18-25_3-5_felony
2294,3868,,1,1,same_race,18-25_3-5_felony
2294,2139,,1,1,same_race,18-25_3-5_felony
2294,4776,,1,1,same_race,18-25_3-5_felony
2294,555,,1,1,same_race,18-25_3-5_felony
2294,5626,,1,0,cross_race,18-25_3-5_felony
2294,5960,,1,1,same_race,18-25_3-5_felony
2294,6344,,1,1,same_race,18-25_3-5_felony
2294,5859,,1,0,cross_race,18-25_3-5_felony
7033,2224,,1,0,cross_race,18-25_3-5_felony
7033,3653,,1,1,same_race,18-25_3-5_felony
7033,6433,,1,1,same_race,18-25_3-5_felony
7033,6681,,1,1,same_race,18-25_3-5_felony
7033,3868,,1,1,same_race,18-25_3-5_felony
7033,2139,,1,1,same_race,18-25_3-5_felony
7033,4776,,1,1,same_race,18-25_3-5_felony
7033,555,,1,1,same_race,18-25_3-5_felony
7033,5626,,1,0,cross_race,18-25_3-5_felony
7033,5960,,1,1,same_race,18-25_3-5_felony
7033,6344,,1,1,same_race,18-25_3-5_felony
7033,5859,,1,0,cross_race,18-25_3-5_felony
2224,3653,,0,1,cross_race,18-25_3-5_felony
2224,6433,,0,1,cross_race,18-25_3-5_felony
2224,6681,,0,1,cross_race,18-25_3-5_felony
2224,3868,,0,1,cross_race,18-25_3-5_felony
2224,2139,,0,1,cross_race,18-25_3-5_felony
2224,4776,,0,1,cross_race,18-25_3-5_felony
2224,555,,0,1,cross_race,18-25_3-5_felony
2224,5626,,0,0,same_race,18-25_3-5_felony
2224,5960,,0,1,cross_race,18-25_3-5_felony
2224,6344,,0,1,cross_race,18-25_3-5_felony
2224,5859,,0,0,same_race,18-25_3-5_felony
3653,6433,,1,1,same_race,18-25_3-5_felony
3653,6681,,1,1,same_race,18-25_3-5_felony
3653,3868,,1,1,same_race,18-25_3-5_felony
3653,2139,,1,1,same_race,18-25_3-5_felony
3653,4776,,1,1,same_race,18-25_3-5_felony
3653,555,,1,1,same_race,18-25_3-5_felony
3653,5626,,1,0,cross_race,18-25_3-5_felony
3653,5960,,1,1,same_race,18-25_3-5_felony
3653,6344,,1,1,same_race,18-25_3-5_felony
3653,5859,,1,0,cross_race,18-25_3-5_felony
6433,6681,,1,1,same_race,18-25_3-5_felony
6433,3868,,1,1,same_race,18-25_3-5_felony
6433,2139,,1,1,same_race,18-25_3-5_felony
6433,4776,,1,1,same_race,18-25_3-5_felony
6433,555,,1,1,same_race,18-25_3-5_felony
6433,5626,,1,0,cross_race,18-25_3-5_felony
6433,5960,,1,1,same_race,18-25_3-5_felony
6433,6344,,1,1,same_race,18-25_3-5_felony
6433,5859,,1,0,cross_race,18-25_3-5_felony
6681,3868,,1,1,same_race,18-25_3-5_felony
6681,2139,,1,1,same_race,18-25_3-5_felony
6681,4776,,1,1,same_race,18-25_3-5_felony
6681,555,,1,1,same_race,18-25_3-5_felony
6681,5626,,1,0,cross_race,18-25_3-5_felony
6681,5960,,1,1,same_race,18-25_3-5_felony
6681,6344,,1,1,same_race,18-25_3-5_felony
6681,5859,,1,0,cross_race,18-25_3-5_felony
3868,2139,,1,1,same_race,18-25_3-5_felony
3868,4776,,1,1,same_race,18-25_3-5_felony
3868,555,,1,1,same_race,18-25_3-5_felony
3868,5626,,1,0,cross_race,18-25_3-5_felony
3868,5960,,1,1,same_race,18-25_3-5_felony
3868,6344,,1,1,same_race,18-25_3-5_felony
3868,5859,,1,0,cross_race,18-25_3-5_felony
2139,4776,,1,1,same_race,18-25_3-5_felony
2139,555,,1,1,same_race,18-25_3-5_felony
2139,5626,,1,0,cross_race,18-25_3-5_felony
2139,5960,,1,1,same_race,18-25_3-5_felony
2139,6344,,1,1,same_race,18-25_3-5_felony
2139,5859,,1,0,cross_race,18-25_3-5_felony
4776,555,,1,1,same_race,18-25_3-5_felony
4776,5626,,1,0,cross_race,18-25_3-5_felony
4776,5960,,1,1,same_race,18-25_3-5_felony
4776,6344,,1,1,same_race,18-25_3-5_felony
4776,5859,,1,0,cross_race,18-25_3-5_felony
555,5626,,1,0,cross_race,18-25_3-5_felony
555,5960,,1,1,same_race,18-25_3-5_felony
555,6344,,1,1,same_race,18-25_3-5_felony
555,5859,,1,0,cross_race,18-25_3-5_felony
5626,5960,,0,1,cross_race,18-25_3-5_felony
5626,6344,,0,1,cross_race,18-25_3-5_felony
5626,5859,,0,0,same_race,18-25_3-5_felony
5960,6344,,1,1,same_race,18-25_3-5_felony
5960,5859,,1,0,cross_race,18-25_3-5_felony
6344,5859,,1,0,cross_race,18-25_3-5_felony
2150,5142,,1,1,same_race,36+_6+_misdemeanor
2150,2822,,1,1,same_race,36+_6+_misdemeanor
2150,3289,,1,1,same_race,36+_6+_misdemeanor
2150,1813,,1,1,same_race,36+_6+_misdemeanor
2150,7181,,1,1,same_race,36+_6+_misdemeanor
2150,248,,1,0,cross_race,36+_6+_misdemeanor
2150,1164,,1,1,same_race,36+_6+_misdemeanor
2150,1493,,1,1,same_race,36+_6+_misdemeanor
2150,3368,,1,1,same_race,36+_6+_misdemeanor
2150,5253,,1,1,same_race,36+_6+_misdemeanor
2150,2833,,1,1,same_race,36+_6+_misdemeanor
2150,3877,,1,1,same_race,36+_6+_misdemeanor
2150,4837,,1,1,same_race,36+_6+_misdemeanor
2150,862,,1,1,same_race,36+_6+_misdemeanor
2150,7074,,1,1,same_race,36+_6+_misdemeanor
2150,471,,1,1,same_race,36+_6+_misdemeanor
2150,985,,1,1,same_race,36+_6+_misdemeanor
2150,6182,,1,0,cross_race,36+_6+_misdemeanor
2150,5265,,1,1,same_race,36+_6+_misdemeanor
2150,4296,,1,0,cross_race,36+_6+_misdemeanor
2150,4909,,1,1,same_race,36+_6+_misdemeanor
2150,1836,,1,1,same_race,36+_6+_misdemeanor
2150,4722,,1,1,same_race,36+_6+_misdemeanor
2150,1028,,1,1,same_race,36+_6+_misdemeanor
2150,2024,,1,1,same_race,36+_6+_misdemeanor
5142,2822,,1,1,same_race,36+_6+_misdemeanor
5142,3289,,1,1,same_race,36+_6+_misdemeanor
5142,1813,,1,1,same_race,36+_6+_misdemeanor
5142,7181,,1,1,same_race,36+_6+_misdemeanor
5142,248,,1,0,cross_race,36+_6+_misdemeanor
5142,1164,,1,1,same_race,36+_6+_misdemeanor
5142,1493,,1,1,same_race,36+_6+_misdemeanor
5142,3368,,1,1,same_race,36+_6+_misdemeanor
5142,5253,,1,1,same_race,36+_6+_misdemeanor
5142,2833,,1,1,same_race,36+_6+_misdemeanor
5142,3877,,1,1,same_race,36+_6+_misdemeanor
5142,4837,,1,1,same_race,36+_6+_misdemeanor
5142,862,,1,1,same_race,36+_6+_misdemeanor
5142,7074,,1,1,same_race,36+_6+_misdemeanor
5142,471,,1,1,same_race,36+_6+_misdemeanor
5142,985,,1,1,same_race,36+_6+_misdemeanor
5142,6182,,1,0,cross_race,36+_6+_misdemeanor
5142,5265,,1,1,same_race,36+_6+_misdemeanor
5142,4296,,1,0,cross_race,36+_6+_misdemeanor
5142,4909,,1,1,same_race,36+_6+_misdemeanor
5142,1836,,1,1,same_race,36+_6+_misdemeanor
5142,4722,,1,1,same_race,36+_6+_misdemeanor
5142,1028,,1,1,same_race,36+_6+_misdemeanor
5142,2024,,1,1,same_race,36+_6+_misdemeanor
2822,3289,,1,1,same_race,36+_6+_misdemeanor
2822,1813,,1,1,same_race,36+_6+_misdemeanor
2822,7181,,1,1,same_race,36+_6+_misdemeanor
2822,248,,1,0,cross_race,36+_6+_misdemeanor
2822,1164,,1,1,same_race,36+_6+_misdemeanor
2822,1493,,1,1,same_race,36+_6+_misdemeanor
2822,3368,,1,1,same_race,36+_6+_misdemeanor
2822,5253,,1,1,same_race,36+_6+_misdemeanor
2822,2833,,1,1,same_race,36+_6+_misdemeanor
2822,3877,,1,1,same_race,36+_6+_misdemeanor
2822,4837,,1,1,same_race,36+_6+_misdemeanor
2822,862,,1,1,same_race,36+_6+_misdemeanor
2822,7074,,1,1,same_race,36+_6+_misdemeanor
2822,471,,1,1,same_race,36+_6+_misdemeanor
2822,985,,1,1,same_race,36+_6+_misdemeanor
2822,6182,,1,0,cross_race,36+_6+_misdemeanor
2822,5265,,1,1,same_race,36+_6+_misdemeanor
2822,4296,,1,0,cross_race,36+_6+_misdemeanor
2822,4909,,1,1,same_race,36+_6+_misdemeanor
2822,1836,,1,1,same_race,36+_6+_misdemeanor
2822,4722,,1,1,same_race,36+_6+_misdemeanor
2822,1028,,1,1,same_race,36+_6+_misdemeanor
2822,2024,,1,1,same_race,36+_6+_misdemeanor
3289,1813,,1,1,same_race,36+_6+_misdemeanor
3289,7181,,1,1,same_race,36+_6+_misdemeanor
3289,248,,1,0,cross_race,36+_6+_misdemeanor
3289,1164,,1,1,same_race,36+_6+_misdemeanor
3289,1493,,1,1,same_race,36+_6+_misdemeanor
3289,3368,,1,1,same_race,36+_6+_misdemeanor
3289,5253,,1,1,same_race,36+_6+_misdemeanor
3289,2833,,1,1,same_race,36+_6+_misdemeanor
3289,3877,,1,1,same_race,36+_6+_misdemeanor
3289,4837,,1,1,same_race,36+_6+_misdemeanor
3289,862,,1,1,same_race,36+_6+_misdemeanor
3289,7074,,1,1,same_race,36+_6+_misdemeanor
3289,471,,1,1,same_race,36+_6+_misdemeanor
3289,985,,1,1,same_race,36+_6+_misdemeanor
3289,6182,,1,0,cross_race,36+_6+_misdemeanor
3289,5265,,1,1,same_race,36+_6+_misdemeanor
3289,4296,,1,0,cross_race,36+_6+_misdemeanor
3289,4909,,1,1,same_race,36+_6+_misdemeanor
3289,1836,,1,1,same_race,36+_6+_misdemeanor
3289,4722,,1,1,same_race,36+_6+_misdemeanor
3289,1028,,1,1,same_race,36+_6+_misdemeanor
3289,2024,,1,1,same_race,36+_6+_misdemeanor
1813,7181,,1,1,same_race,36+_6+_misdemeanor
1813,248,,1,0,cross_race,36+_6+_misdemeanor
1813,1164,,1,1,same_race,36+_6+_misdemeanor
1813,1493,,1,1,same_race,36+_6+_misdemeanor
1813,3368,,1,1,same_race,36+_6+_misdemeanor
1813,5253,,1,1,same_race,36+_6+_misdemeanor
1813,2833,,1,1,same_race,36+_6+_misdemeanor
1813,3877,,1,1,same_race,36+_6+_misdemeanor
1813,4837,,1,1,same_race,36+_6+_misdemeanor
1813,862,,1,1,same_race,36+_6+_misdemeanor
1813,7074,,1,1,same_race,36+_6+_misdemeanor
1813,471,,1,1,same_race,36+_6+_misdemeanor
1813,985,,1,1,same_race,36+_6+_misdemeanor
1813,6182,,1,0,cross_race,36+_6+_misdemeanor
1813,5265,,1,1,same_race,36+_6+_misdemeanor
1813,4296,,1,0,cross_race,36+_6+_misdemeanor
1813,4909,,1,1,same_race,36+_6+_misdemeanor
1813,1836,,1,1,same_race,36+_6+_misdemeanor
1813,4722,,1,1,same_race,36+_6+_misdemeanor
1813,1028,,1,1,same_race,36+_6+_misdemeanor
1813,2024,,1,1,same_race,36+_6+_misdemeanor
7181,248,,1,0,cross_race,36+_6+_misdemeanor
7181,1164,,1,1,same_race,36+_6+_misdemeanor
7181,1493,,1,1,same_race,36+_6+_misdemeanor
7181,3368,,1,1,same_race,36+_6+_misdemeanor
7181,5253,,1,1,same_race,36+_6+_misdemeanor
7181,2833,,1,1,same_race,36+_6+_misdemeanor
7181,3877,,1,1,same_race,36+_6+_misdemeanor
7181,4837,,1,1,same_race,36+_6+_misdemeanor
7181,862,,1,1,same_race,36+_6+_misdemeanor
7181,7074,,1,1,same_race,36+_6+_misdemeanor
7181,471,,1,1,same_race,36+_6+_misdemeanor
7181,985,,1,1,same_race,36+_6+_misdemeanor
7181,6182,,1,0,cross_race,36+_6+_misdemeanor
7181,5265,,1,1,same_race,36+_6+_misdemeanor
7181,4296,,1,0,cross_race,36+_6+_misdemeanor
7181,4909,,1,1,same_race,36+_6+_misdemeanor
7181,1836,,1,1,same_race,36+_6+_misdemeanor
7181,4722,,1,1,same_race,36+_6+_misdemeanor
7181,1028,,1,1,same_race,36+_6+_misdemeanor
7181,2024,,1,1,same_race,36+_6+_misdemeanor
248,1164,,0,1,cross_race,36+_6+_misdemeanor
248,1493,,0,1,cross_race,36+_6+_misdemeanor
248,3368,,0,1,cross_race,36+_6+_misdemeanor
248,5253,,0,1,cross_race,36+_6+_misdemeanor
248,2833,,0,1,cross_race,36+_6+_misdemeanor
248,3877,,0,1,cross_race,36+_6+_misdemeanor
248,4837,,0,1,cross_race,36+_6+_misdemeanor
248,862,,0,1,cross_race,36+_6+_misdemeanor
248,7074,,0,1,cross_race,36+_6+_misdemeanor
248,471,,0,1,cross_race,36+_6+_misdemeanor
248,985,,0,1,cross_race,36+_6+_misdemeanor
248,6182,,0,0,same_race,36+_6+_misdemeanor
248,5265,,0,1,cross_race,36+_6+_misdemeanor
248,4296,,0,0,same_race,36+_6+_misdemeanor
248,4909,,0,1,cross_race,36+_6+_misdemeanor
248,1836,,0,1,cross_race,36+_6+_misdemeanor
248,4722,,0,1,cross_race,36+_6+_misdemeanor
248,1028,,0,1,cross_race,36+_6+_misdemeanor
248,2024,,0,1,cross_race,36+_6+_misdemeanor
1164,1493,,1,1,same_race,36+_6+_misdemeanor
1164,3368,,1,1,same_race,36+_6+_misdemeanor
1164,5253,,1,1,same_race,36+_6+_misdemeanor
1164,2833,,1,1,same_race,36+_6+_misdemeanor
1164,3877,,1,1,same_race,36+_6+_misdemeanor
1164,4837,,1,1,same_race,36+_6+_misdemeanor
1164,862,,1,1,same_race,36+_6+_misdemeanor
1164,7074,,1,1,same_race,36+_6+_misdemeanor
1164,471,,1,1,same_race,36+_6+_misdemeanor
1164,985,,1,1,same_race,36+_6+_misdemeanor
1164,6182,,1,0,cross_race,36+_6+_misdemeanor
1164,5265,,1,1,same_race,36+_6+_misdemeanor
1164,4296,,1,0,cross_race,36+_6+_misdemeanor
1164,4909,,1,1,same_race,36+_6+_misdemeanor
1164,1836,,1,1,same_race,36+_6+_misdemeanor
1164,4722,,1,1,same_race,36+_6+_misdemeanor
1164,1028,,1,1,same_race,36+_6+_misdemeanor
1164,2024,,1,1,same_race,36+_6+_misdemeanor
1493,3368,,1,1,same_race,36+_6+_misdemeanor
1493,5253,,1,1,same_race,36+_6+_misdemeanor
1493,2833,,1,1,same_race,36+_6+_misdemeanor
1493,3877,,1,1,same_race,36+_6+_misdemeanor
1493,4837,,1,1,same_race,36+_6+_misdemeanor
1493,862,,1,1,same_race,36+_6+_misdemeanor
1493,7074,,1,1,same_race,36+_6+_misdemeanor
1493,471,,1,1,same_race,36+_6+_misdemeanor
1493,985,,1,1,same_race,36+_6+_misdemeanor
1493,6182,,1,0,cross_race,36+_6+_misdemeanor
1493,5265,,1,1,same_race,36+_6+_misdemeanor
1493,4296,,1,0,cross_race,36+_6+_misdemeanor
1493,4909,,1,1,same_race,36+_6+_misdemeanor
1493,1836,,1,1,same_race,36+_6+_misdemeanor
1493,4722,,1,1,same_race,36+_6+_misdemeanor
1493,1028,,1,1,same_race,36+_6+_misdemeanor
1493,2024,,1,1,same_race,36+_6+_misdemeanor
3368,5253,,1,1,same_race,36+_6+_misdemeanor
3368,2833,,1,1,same_race,36+_6+_misdemeanor
3368,3877,,1,1,same_race,36+_6+_misdemeanor
3368,4837,,1,1,same_race,36+_6+_misdemeanor
3368,862,,1,1,same_race,36+_6+_misdemeanor
3368,7074,,1,1,same_race,36+_6+_misdemeanor
3368,471,,1,1,same_race,36+_6+_misdemeanor
3368,985,,1,1,same_race,36+_6+_misdemeanor
3368,6182,,1,0,cross_race,36+_6+_misdemeanor
3368,5265,,1,1,same_race,36+_6+_misdemeanor
3368,4296,,1,0,cross_race,36+_6+_misdemeanor
3368,4909,,1,1,same_race,36+_6+_misdemeanor
3368,1836,,1,1,same_race,36+_6+_misdemeanor
3368,4722,,1,1,same_race,36+_6+_misdemeanor
3368,1028,,1,1,same_race,36+_6+_misdemeanor
3368,2024,,1,1,same_race,36+_6+_misdemeanor
5253,2833,,1,1,same_race,36+_6+_misdemeanor
5253,3877,,1,1,same_race,36+_6+_misdemeanor
5253,4837,,1,1,same_race,36+_6+_misdemeanor
5253,862,,1,1,same_race,36+_6+_misdemeanor
5253,7074,,1,1,same_race,36+_6+_misdemeanor
5253,471,,1,1,same_race,36+_6+_misdemeanor
5253,985,,1,1,same_race,36+_6+_misdemeanor
5253,6182,,1,0,cross_race,36+_6+_misdemeanor
5253,5265,,1,1,same_race,36+_6+_misdemeanor
5253,4296,,1,0,cross_race,36+_6+_misdemeanor
5253,4909,,1,1,same_race,36+_6+_misdemeanor
5253,1836,,1,1,same_race,36+_6+_misdemeanor
5253,4722,,1,1,same_race,36+_6+_misdemeanor
5253,1028,,1,1,same_race,36+_6+_misdemeanor
5253,2024,,1,1,same_race,36+_6+_misdemeanor
2833,3877,,1,1,same_race,36+_6+_misdemeanor
2833,4837,,1,1,same_race,36+_6+_misdemeanor
2833,862,,1,1,same_race,36+_6+_misdemeanor
2833,7074,,1,1,same_race,36+_6+_misdemeanor
2833,471,,1,1,same_race,36+_6+_misdemeanor
2833,985,,1,1,same_race,36+_6+_misdemeanor
2833,6182,,1,0,cross_race,36+_6+_misdemeanor
2833,5265,,1,1,same_race,36+_6+_misdemeanor
2833,4296,,1,0,cross_race,36+_6+_misdemeanor
2833,4909,,1,1,same_race,36+_6+_misdemeanor
2833,1836,,1,1,same_race,36+_6+_misdemeanor
2833,4722,,1,1,same_race,36+_6+_misdemeanor
2833,1028,,1,1,same_race,36+_6+_misdemeanor
2833,2024,,1,1,same_race,36+_6+_misdemeanor
3877,4837,,1,1,same_race,36+_6+_misdemeanor
3877,862,,1,1,same_race,36+_6+_misdemeanor
3877,7074,,1,1,same_race,36+_6+_misdemeanor
3877,471,,1,1,same_race,36+_6+_misdemeanor
3877,985,,1,1,same_race,36+_6+_misdemeanor
3877,6182,,1,0,cross_race,36+_6+_misdemeanor
3877,5265,,1,1,same_race,36+_6+_misdemeanor
3877,4296,,1,0,cross_race,36+_6+_misdemeanor
3877,4909,,1,1,same_race,36+_6+_misdemeanor
3877,1836,,1,1,same_race,36+_6+_misdemeanor
3877,4722,,1,1,same_race,36+_6+_misdemeanor
3877,1028,,1,1,same_race,36+_6+_misdemeanor
3877,2024,,1,1,same_race,36+_6+_misdemeanor
4837,862,,1,1,same_race,36+_6+_misdemeanor
4837,7074,,1,1,same_race,36+_6+_misdemeanor
4837,471,,1,1,same_race,36+_6+_misdemeanor
4837,985,,1,1,same_race,36+_6+_misdemeanor
4837,6182,,1,0,cross_race,36+_6+_misdemeanor
4837,5265,,1,1,same_race,36+_6+_misdemeanor
4837,4296,,1,0,cross_race,36+_6+_misdemeanor
4837,4909,,1,1,same_race,36+_6+_misdemeanor
4837,1836,,1,1,same_race,36+_6+_misdemeanor
4837,4722,,1,1,same_race,36+_6+_misdemeanor
4837,1028,,1,1,same_race,36+_6+_misdemeanor
4837,2024,,1,1,same_race,36+_6+_misdemeanor
862,7074,,1,1,same_race,36+_6+_misdemeanor
862,471,,1,1,same_race,36+_6+_misdemeanor
862,985,,1,1,same_race,36+_6+_misdemeanor
862,6182,,1,0,cross_race,36+_6+_misdemeanor
862,5265,,1,1,same_race,36+_6+_misdemeanor
862,4296,,1,0,cross_race,36+_6+_misdemeanor
862,4909,,1,1,same_race,36+_6+_misdemeanor
862,1836,,1,1,same_race,36+_6+_misdemeanor
862,4722,,1,1,same_race,36+_6+_misdemeanor
862,1028,,1,1,same_race,36+_6+_misdemeanor
862,2024,,1,1,same_race,36+_6+_misdemeanor
7074,471,,1,1,same_race,36+_6+_misdemeanor
7074,985,,1,1,same_race,36+_6+_misdemeanor
7074,6182,,1,0,cross_race,36+_6+_misdemeanor
7074,5265,,1,1,same_race,36+_6+_misdemeanor
7074,4296,,1,0,cross_race,36+_6+_misdemeanor
7074,4909,,1,1,same_race,36+_6+_misdemeanor
7074,1836,,1,1,same_race,36+_6+_misdemeanor
7074,4722,,1,1,same_race,36+_6+_misdemeanor
7074,1028,,1,1,same_race,36+_6+_misdemeanor
7074,2024,,1,1,same_race,36+_6+_misdemeanor
471,985,,1,1,same_race,36+_6+_misdemeanor
471,6182,,1,0,cross_race,36+_6+_misdemeanor
471,5265,,1,1,same_race,36+_6+_misdemeanor
471,4296,,1,0,cross_race,36+_6+_misdemeanor
471,4909,,1,1,same_race,36+_6+_misdemeanor
471,1836,,1,1,same_race,36+_6+_misdemeanor
471,4722,,1,1,same_race,36+_6+_misdemeanor
471,1028,,1,1,same_race,36+_6+_misdemeanor
471,2024,,1,1,same_race,36+_6+_misdemeanor
985,6182,,1,0,cross_race,36+_6+_misdemeanor
985,5265,,1,1,same_race,36+_6+_misdemeanor
985,4296,,1,0,cross_race,36+_6+_misdemeanor
985,4909,,1,1,same_race,36+_6+_misdemeanor
985,1836,,1,1,same_race,36+_6+_misdemeanor
985,4722,,1,1,same_race,36+_6+_misdemeanor
985,1028,,1,1,same_race,36+_6+_misdemeanor
985,2024,,1,1,same_race,36+_6+_misdemeanor
6182,5265,,0,1,cross_race,36+_6+_misdemeanor
6182,4296,,0,0,same_race,36+_6+_misdemeanor
6182,4909,,0,1,cross_race,36+_6+_misdemeanor
6182,1836,,0,1,cross_race,36+_6+_misdemeanor
6182,4722,,0,1,cross_race,36+_6+_misdemeanor
6182,1028,,0,1,cross_race,36+_6+_misdemeanor
6182,2024,,0,1,cross_race,36+_6+_misdemeanor
5265,4296,,1,0,cross_race,36+_6+_misdemeanor
5265,4909,,1,1,same_race,36+_6+_misdemeanor
5265,1836,,1,1,same_race,36+_6+_misdemeanor
5265,4722,,1,1,same_race,36+_6+_misdemeanor
5265,1028,,1,1,same_race,36+_6+_misdemeanor
5265,2024,,1,1,same_race,36+_6+_misdemeanor
4296,4909,,0,1,cross_race,36+_6+_misdemeanor
4296,1836,,0,1,cross_race,36+_6+_misdemeanor
4296,4722,,0,1,cross_race,36+_6+_misdemeanor
4296,1028,,0,1,cross_race,36+_6+_misdemeanor
4296,2024,,0,1,cross_race,36+_6+_misdemeanor
4909,1836,,1,1,same_race,36+_6+_misdemeanor
4909,4722,,1,1,same_race,36+_6+_misdemeanor
4909,1028,,1,1,same_race,36+_6+_misdemeanor
4909,2024,,1,1,same_race,36+_6+_misdemeanor
1836,4722,,1,1,same_race,36+_6+_misdemeanor
1836,1028,,1,1,same_race,36+_6+_misdemeanor
1836,2024,,1,1,same_race,36+_6+_misdemeanor
4722,1028,,1,1,same_race,36+_6+_misdemeanor
4722,2024,,1,1,same_race,36+_6+_misdemeanor
1028,2024,,1,1,same_race,36+_6+_misdemeanor
2283,6330,,1,1,same_race,26-35_6+_misdemeanor
2283,2031,,1,1,same_race,26-35_6+_misdemeanor
2283,1620,,1,1,same_race,26-35_6+_misdemeanor
2283,5189,,1,1,same_race,26-35_6+_misdemeanor
2283,357,,1,1,same_race,26-35_6+_misdemeanor
2283,1005,,1,1,same_race,26-35_6+_misdemeanor
2283,6000,,1,1,same_race,26-35_6+_misdemeanor
2283,1515,,1,1,same_race,26-35_6+_misdemeanor
2283,237,,1,1,same_race,26-35_6+_misdemeanor
2283,2821,,1,1,same_race,26-35_6+_misdemeanor
2283,2681,,1,1,same_race,26-35_6+_misdemeanor
2283,4623,,1,1,same_race,26-35_6+_misdemeanor
2283,5108,,1,0,cross_race,26-35_6+_misdemeanor
2283,6785,,1,1,same_race,26-35_6+_misdemeanor
2283,1462,,1,0,cross_race,26-35_6+_misdemeanor
2283,2155,,1,0,cross_race,26-35_6+_misdemeanor
2283,1820,,1,0,cross_race,26-35_6+_misdemeanor
2283,5131,,1,1,same_race,26-35_6+_misdemeanor
6330,2031,,1,1,same_race,26-35_6+_misdemeanor
6330,1620,,1,1,same_race,26-35_6+_misdemeanor
6330,5189,,1,1,same_race,26-35_6+_misdemeanor
6330,357,,1,1,same_race,26-35_6+_misdemeanor
6330,1005,,1,1,same_race,26-35_6+_misdemeanor
6330,6000,,1,1,same_race,26-35_6+_misdemeanor
6330,1515,,1,1,same_race,26-35_6+_misdemeanor
6330,237,,1,1,same_race,26-35_6+_misdemeanor
6330,2821,,1,1,same_race,26-35_6+_misdemeanor
6330,2681,,1,1,same_race,26-35_6+_misdemeanor
6330,4623,,1,1,same_race,26-35_6+_misdemeanor
6330,5108,,1,0,cross_race,26-35_6+_misdemeanor
6330,6785,,1,1,same_race,26-35_6+_misdemeanor
6330,1462,,1,0,cross_race,26-35_6+_misdemeanor
6330,2155,,1,0,cross_race,26-35_6+_misdemeanor
6330,1820,,1,0,cross_race,26-35_6+_misdemeanor
6330,5131,,1,1,same_race,26-35_6+_misdemeanor
2031,1620,,1,1,same_race,26-35_6+_misdemeanor
2031,5189,,1,1,same_race,26-35_6+_misdemeanor
2031,357,,1,1,same_race,26-35_6+_misdemeanor
2031,1005,,1,1,same_race,26-35_6+_misdemeanor
2031,6000,,1,1,same_race,26-35_6+_misdemeanor
2031,1515,,1,1,same_race,26-35_6+_misdemeanor
2031,237,,1,1,same_race,26-35_6+_misdemeanor
2031,2821,,1,1,same_race,26-35_6+_misdemeanor
2031,2681,,1,1,same_race,26-35_6+_misdemeanor
2031,4623,,1,1,same_race,26-35_6+_misdemeanor
2031,5108,,1,0,cross_race,26-35_6+_misdemeanor
2031,6785,,1,1,same_race,26-35_6+_misdemeanor
2031,1462,,1,0,cross_race,26-35_6+_misdemeanor
2031,2155,,1,0,cross_race,26-35_6+_misdemeanor
2031,1820,,1,0,cross_race,26-35_6+_misdemeanor
